"id","property_id","block_id","floor_id","room_no","room_name","no_of_beds"
"1708","56","","222","3","303",""
"1709","75","","288","1","101",""
"1710","75","","288","2","102",""
"1711","75","","288","3","103",""
"1712","75","","288","4","104",""
"1713","75","","288","5","105",""
"1714","75","","289","1","201",""
"1715","75","","289","2","202",""
"1716","75","","289","3","203",""
"1717","75","","289","4","204",""
"1718","75","","289","5","205",""
"1719","75","","289","6","206",""
"1720","75","","290","1","301",""
"1721","75","","290","2","302",""
"1722","75","","290","3","303",""
"1723","75","","290","4","304",""
"1724","75","","290","5","305",""
"1725","75","","290","6","306",""
"1726","75","","291","1","401",""
"1727","75","","291","2","402",""
"1728","75","","291","3","403",""
"1729","75","","291","4","404",""
"1730","75","","291","5","405",""
"1731","75","","291","6","406",""
"1732","75","","292","1","501",""
"1733","75","","292","2","502",""
"1734","75","","292","3","503",""
"1735","75","","292","4","504",""
"1736","75","","292","5","505",""
"1737","75","","292","6","506",""
"1738","76","","293","1","001",""
"1739","76","","293","2","002",""
"1740","76","","293","3","003",""
"1741","76","","293","4","004",""
"1742","76","","293","5","005",""
"1743","76","","293","6","006",""
"1744","76","","293","7","007",""
"1745","76","","293","8","008",""
"1746","76","","294","1","101",""
"1747","76","","294","2","102",""
"1748","76","","294","3","103",""
"1749","76","","294","4","104",""
"1750","76","","294","5","105",""
"1751","76","","294","6","106",""
"1752","76","","294","7","107",""
"1753","76","","294","8","108",""
"1754","76","","295","1","201",""
"1755","76","","295","2","202",""
"1756","76","","295","3","203",""
"1757","76","","295","4","204",""
"1758","76","","295","5","205",""
"1759","76","","295","6","206",""
"1760","76","","295","7","207",""
"1761","76","","295","8","208",""
"1762","76","","296","1","301",""
"1763","76","","296","2","302",""
"1764","76","","296","3","303",""
"1765","76","","296","4","304",""
"1766","76","","296","5","305",""
"1767","76","","296","6","306",""
"1768","76","","296","7","307",""
"1769","76","","296","8","308",""
"1770","79","","297","1","101",""
"1771","79","","297","2","102",""
"1772","79","","297","3","103",""
"1773","79","","297","4","104",""
"1774","79","","297","5","105",""
"1775","79","","298","1","301",""
"1776","79","","298","2","302",""
"1777","79","","298","3","303",""
"1778","79","","298","3","304",""
"1779","81","","299","1","1",""
"1780","81","","299","2","2",""
"1781","81","","299","3","3",""
"1782","81","","299","4","4",""
"1783","81","","299","5","5",""
"1784","81","","299","6","6",""
"1785","81","","300","1","201",""
"1786","81","","300","2","202",""
"1787","81","","300","3","203",""
"1788","81","","300","4","204",""
"1789","81","","300","5","205",""
"1790","81","","300","6","206",""
"1791","81","","300","7","207",""
"1792","80","","301","1","201",""
"1793","80","","301","2","202",""
"1794","80","","301","3","203",""
"1795","80","","301","4","204",""
"1796","80","","301","5","205",""
"1797","80","","301","6","206",""
"1798","80","","301","7","207",""
"1799","80","","301","8","208",""
"1800","80","","302","1","301",""
"1801","80","","302","2","302",""
"1802","80","","302","3","303",""
"1803","80","","302","4","304",""
"1804","80","","302","5","305",""
"1805","80","","302","6","306",""
"1806","80","","302","7","307",""
"1807","80","","302","8","308",""
"1808","82","","303","1","201",""
"1809","82","","303","2","202",""
"1810","82","","303","3","203",""
"1811","82","","303","4","204",""
"1812","82","","304","1","301",""
"1813","82","","304","2","302",""
"1814","82","","304","3","303",""
"1815","82","","304","4","304",""
"1816","82","","304","5","305",""
"1817","82","","304","6","306",""
"1818","82","","304","7","307",""
"1819","82","","304","8","308",""
"1820","82","","304","9","309",""
"1821","82","","304","10","310",""
"1822","82","","304","11","311",""
"1823","82","","305","1","401",""
"1824","82","","305","2","402",""
"1825","82","","305","3","403",""
"1826","82","","305","4","404",""
"1827","82","","305","5","405",""
"1828","82","","305","6","406",""
"1829","82","","306","1","501",""
"1830","82","","306","2","502",""
"1831","82","","306","2","502",""
"1832","37","","174","2","602",""
"1833","37","","174","3","603",""
"1834","37","","174","4","604",""
"1835","37","","174","5","605",""
"1836","37","","174","6","606",""
"1837","37","","174","7","607",""
"1838","37","","174","8","608",""
"1839","37","","174","9","609",""
"1840","37","","174","10","610",""
"1841","37","","174","11","611",""
"1842","37","","174","12","612",""
"1843","37","","174","13","613",""
"1844","37","","174","14","614",""
"1845","37","","174","15","615",""
"1846","37","","174","16","616",""
"1847","28","","307","1","001",""
"1848","28","","307","2","002",""
"1849","28","","307","3","003",""
"1850","28","","308","1","101",""
"1851","28","","308","2","102",""
"1852","28","","308","3","103",""
"1853","28","","308","4","104",""
"1854","28","","309","1","201",""
"1855","28","","309","2","202",""
"1856","28","","309","3","203",""
"1857","28","","309","4","204",""
"1858","78","","310","1","101",""
"1859","78","","310","1","102",""
"1860","78","","311","1","201",""
"1861","78","","311","2","202",""
"1862","78","","311","3","203",""
"1863","78","","311","4","204",""
"1864","78","","311","5","205",""
"1865","78","","311","6","206",""
"1866","78","","311","7","207",""
"1867","78","","311","8","208",""
"1868","78","","311","9","209",""
"1869","78","","311","10","210",""
"1870","78","","311","11","211",""
"1871","78","","312","1","301",""
"1872","78","","312","2","302",""
"1873","78","","312","3","303",""
"1874","78","","312","4","304",""
"1875","78","","312","5","305",""
"1876","78","","312","6","306",""
"1877","78","","312","7","307",""
"1878","78","","312","8","308",""
"1879","78","","312","9","309",""
"1880","78","","312","10","310",""
"1881","78","","312","11","311",""
"1882","78","","313","1","401",""
"1883","78","","313","2","402",""
"1886","66","","254","25","225",""
"1887","66","","254","0","226",""
"1888","29","","109","2","002",""
"1889","29","","109","3","003",""
"1890","29","","110","1","101",""
"1891","29","","110","2","102",""
"1892","29","","110","3","103",""
"1893","29","","110","4","104",""
"1894","29","","111","1","201",""
"1895","29","","111","2","202",""
"1896","29","","111","3","203",""
"1897","29","","111","4","204",""
"1898","29","","112","1","301",""
"1899","29","","112","2","302",""
"1900","29","","0","0","",""
"1901","42","","323","1","001",""
"1902","42","","323","2","002",""
"1903","42","","323","3","003",""
"1904","42","","324","1","201",""
"1905","42","","324","2","202",""
"1906","42","","324","3","203",""
"1907","42","","324","4","204",""
"1908","42","","324","5","205",""
"1909","42","","324","6","206",""
"1910","42","","324","7","207",""
"1911","42","","324","8","208",""
"1912","42","","324","9","209",""
"1913","42","","324","10","210",""
"1914","42","","325","1","301",""
"1915","42","","325","2","302",""
"1916","42","","325","3","303",""
"1917","42","","325","4","304",""
"1918","42","","325","5","305",""
"1919","42","","325","6","306",""
"1920","42","","325","7","307",""
"1921","42","","325","8","308",""
"1922","42","","325","9","309",""
"1923","42","","325","10","310",""
"1924","42","","326","1","401",""
"1925","42","","326","2","402",""
"1926","42","","326","3","403",""
"1927","42","","326","4","404",""
"1928","42","","326","5","405",""
"1929","42","","326","6","406",""
"1930","42","","326","7","407",""
"1931","42","","326","8","408",""
"1932","42","","326","9","409",""
"1933","42","","326","10","410",""
"1934","42","","327","1","501",""
"1935","42","","327","2","502",""
"1936","42","","327","3","503",""
"1937","42","","327","4","504",""
"1938","42","","327","5","505",""
"1939","42","","327","6","506",""
"1940","42","","327","7","507",""
"1941","42","","327","8","508",""
"1942","42","","327","9","509",""
"1943","42","","327","10","510",""
"1949","83","","330","1","001",""
"1950","83","","330","2","002",""
"1951","83","","330","3","003",""
"1952","83","","330","4","004",""
"1953","83","","330","5","005",""
"1954","83","","330","6","006",""
"1955","83","","330","7","007",""
"1956","83","","330","8","008",""
"1957","83","","331","1","101",""
"1958","83","","331","2","102",""
"1959","83","","331","3","103",""
"1960","83","","331","4","104",""
"1961","83","","331","5","105",""
"1962","83","","331","6","106",""
"1963","83","","331","7","107",""
"1964","83","","331","8","108",""
"1965","83","","332","1","201",""
"1966","83","","332","2","202",""
"1967","83","","332","3","203",""
"1968","83","","332","4","204",""
"1969","83","","332","5","205",""
"1970","83","","332","6","206",""
"1971","83","","332","7","207",""
"1972","83","","332","8","208",""
"1973","3","","92","7","407",""
"1974","3","","92","8","408",""
"1975","3","","92","9","409",""
"1976","84","","336","1","101",""
"1977","84","","336","2","102",""
"1978","84","","336","3","103",""
"1979","84","","336","4","104",""
"1980","84","","336","5","105",""
"1981","84","","336","6","106",""
"1982","84","","337","1","201",""
"1983","84","","337","2","202",""
"1984","84","","337","3","203",""
"1985","84","","337","4","204",""
"1986","84","","337","5","205",""
"1987","84","","337","6","206",""
"1988","84","","338","1","301",""
"1989","84","","338","2","302",""
"1990","84","","338","3","303",""
"1991","84","","338","4","304",""
"1992","84","","338","5","305",""
"1993","84","","338","0","306",""
"1994","59","","339","1","101",""
"1995","59","","339","2","102",""
"1996","59","","339","3","103",""
"1997","59","","340","1","401",""
"1998","61","","341","1","101",""
"1999","61","","341","2","102",""
"2000","61","","341","3","103",""
"2001","61","","341","4","104",""
"2002","61","","341","5","105",""
"2003","61","","341","6","106",""
"2004","61","","342","1","201",""
"2005","61","","342","2","202",""
"2006","61","","342","3","203",""
"2007","61","","342","4","204",""
"2008","61","","342","5","205",""
"2009","61","","342","6","206",""
"2010","61","","343","1","301",""
"2011","61","","343","2","302",""
"2012","61","","343","3","303",""
"2013","61","","343","4","304",""
"2014","61","","343","5","305",""
"2015","61","","343","6","306",""
"2016","61","","344","1","401",""
"2017","61","","344","2","402",""
"2018","61","","344","3","403",""
"2019","61","","344","4","404",""
"2020","54","","345","1","001",""
"2021","54","","345","2","002",""
"2022","1","","346","3","403",""
"2023","1","","346","8","408",""
"2024","1","","346","4","404",""
"2025","1","","346","5","405",""
"2026","1","","346","6","406",""
"2027","1","","346","7","407",""
"2028","1","","0","0","",""
"2029","1","","346","9","409",""
"2030","85","","347","1","001",""
"2031","85","","347","8","008",""
"2032","85","","347","7","007",""
"2033","85","","347","6","006",""
"2034","85","","347","5","005",""
"2035","85","","347","4","004",""
"2036","85","","347","3","003",""
"2037","85","","347","2","002",""
"2038","85","","348","7","107",""
"2039","85","","348","6","106",""
"2040","85","","348","5","105",""
"2041","85","","348","4","104",""
"2042","85","","348","3","103",""
"2043","85","","348","2","102",""
"2044","85","","348","1","101",""
"2045","85","","349","7","207",""
"2046","85","","349","6","206",""
"2047","85","","349","5","205",""
"2048","85","","349","4","204",""
"2049","85","","349","3","203",""
"2050","85","","349","2","202",""
"2051","85","","349","1","201",""
"2052","85","","350","6","306",""
"2053","85","","350","5","305",""
"2054","85","","350","4","304",""
"2055","85","","350","3","303",""
"2056","85","","350","2","302",""
"2057","85","","350","1","301",""
"2058","85","","350","7","307",""
"2059","86","","351","1","101",""
"2060","86","","351","2","102",""
"2061","86","","351","3","103",""
"2062","86","","351","4","104",""
"2063","86","","351","5","105",""
"2064","86","","351","6","106",""
"2065","86","","352","1","201",""
"2066","86","","352","2","202",""
"2067","86","","352","3","203",""
"2068","86","","352","4","204",""
"2069","86","","352","5","205",""
"2070","86","","352","6","206",""
"2071","86","","353","1","301",""
"2072","86","","353","2","302",""
"2073","86","","353","3","303",""
"2074","86","","353","4","304",""
"2075","86","","353","5","305",""
"2076","86","","353","6","306",""
"2077","86","","354","1","401",""
"2078","86","","354","2","402",""
"2079","86","","354","3","403",""
"2080","86","","354","4","404",""
"2081","86","","354","5","405",""
"2082","86","","354","6","406",""
"2083","65","","249","5","205",""
"2084","65","","355","1","301",""
"2085","49","","195","5","105",""
"2086","49","","195","6","106",""
"2087","49","","195","7","107",""
"2088","49","","196","5","205",""
"2089","49","","196","6","206",""
"2090","49","","196","7","207",""
"2091","49","","197","5","305",""
"2092","49","","197","6","306",""
"2093","49","","197","7","307",""
"2094","49","","198","5","405",""
"2095","49","","198","6","406",""
"2096","49","","198","7","407",""
"2097","49","","199","5","505",""
"2098","49","","199","6","506",""
"2099","49","","199","7","507",""
"2102","43","","234","4","304",""
"2103","43","","234","5","305",""
"2104","43","","234","6","306",""
"2105","43","","234","7","307",""
"2106","43","","234","8","308",""
"2107","22","","88","6","225",""
"2108","22","","358","1","301",""
"2109","22","","358","2","302",""
"2110","22","","358","3","303",""
